Item Id,Item URI,Title,Subject,Description,Dublin Core:Creator,Source,Dublin Core:Publisher,Dublin Core:Date,Dublin Core:Contributor,Dublin Core:Rights,Relation,Dublin Core:Format,Dublin Core:Language,Dublin Core:Type,Dublin Core:Identifier,Dublin Core:Coverage,Item Type Metadata:Text,Item Type Metadata:Transcription,Item Type Metadata:Local URL,Item Type Metadata:Original Format,Item Type Metadata:Physical Dimensions,Item Type Metadata:From,Item Type Metadata:To,Item Type Metadata:Number of Attachments,Item Type Metadata:URL,Item Type Metadata:Birth Date,Item Type Metadata:Birthplace,Item Type Metadata:Death Date,Item Type Metadata:Biographical Text,Item Type Metadata:Bibliography,Item Type Metadata:Journal Entry,Item Type Metadata:Footnotes,Item Type Metadata:Location,PDF Text:Text,tags,file,itemType,collection,public,featured
22613,https://georgeeliotarchive.org/items/show/22613,"Irwine, Mrs.",Character Name,"The rector's handsome mother and Arthur Donnithorne's godmother; a lively, exacting old lady, who is one of the reasons why the rector cannot afford to marry. ""That stately old lady, his mother, a beautiful aged brunette, whose rich-toned complexion is well set off by the complex wrappings of pure white cambric and lace about her head and neck. She is as erect in her comely embonpoint as a statue of Ceres ; and her dark face, with its delicate acquiline nose, firm proud mouth, and small intense black eye, is so keen and sarcastic in its expression that you instinctively substitute a pack of cards for the chessmen and imagine her telling your fortune. The small brown hand with which she is lifting her queen is laden with pearls, diamonds, and turquoises; and a large black veil is very carefully adjusted over the crown of her cap, and falls in sharp contrast on the white folds about her neck . . . she is clearly one of those children of royalty who have never doubted their right divine and never met with any one so absurd as to question it."" ",,Adam Bede,,,,,"Irwine, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22611,https://georgeeliotarchive.org/items/show/22611,"Innkeeper, at Snowfield",Character Name,"The man who takes Adam Bede from Snowfield back to Oackburne in his ""taxed cart"", when Adam is searching for Hetty Sorrel.",,Adam Bede,,,,,"Innkeeper, at Snowfield",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22572,https://georgeeliotarchive.org/items/show/22572,"Holdsworth, Michael",Character Name,"A careless farmer, whose fallows are foul.",,Adam Bede,,,,,"Holdsworth, Michael",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22541,https://georgeeliotarchive.org/items/show/22541,"Hazelow, Tom",Character Name,"Cousin of Bill the stone-sawyer, who can read anything ""right off"".",,Adam Bede,,,,,"Hazelow, Tom",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22439,https://georgeeliotarchive.org/items/show/22439,"Goby, Mr.",Character Name,"The ""whittaw"", or saddler, from Treddleston.",,Adam Bede,,,,,"Goby, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22411,https://georgeeliotarchive.org/items/show/22411,"Gedge, Mr.",Character Name,"Landlord of the ""Royal Oak"", at Shepperton.",,Adam Bede,,,,,"Gedge, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22334,https://georgeeliotarchive.org/items/show/22334,"Fletcher, Mrs.",Character Name,"One of the women preachers among the Methodists, of whom Dinah Morris talks. Mary Bosanquet (1739-1815), who in 1781 married John William Fletcher (or, de la Flechere), vicar of Madely. Of a wealthy family, she early entered into the work of the Methodists, and preached, before her marriage and also later, in Madely and vicinity, both during her husband's life-time and for thirty years after his death.",,Adam Bede,,,,,"Fletcher, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22241,https://georgeeliotarchive.org/items/show/22241,"Dummilow, Archie",Character Name,A poor old man in Broxton village.,,Adam Bede,,,,,"Dummilow, Archie",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22230,https://georgeeliotarchive.org/items/show/22230,"Downes, Bill",Character Name,"Stone-sawyer, a pupil in Bartle Massey's night school who wins the donkey race at the birthday games.",,Adam Bede,,,,,"Downes, Bill",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22218,https://georgeeliotarchive.org/items/show/22218,"Donnithorne, Miss Lydia",Character Name,Squire Donnithorne's spinster daughter who presides over his household and is tyrannized over by her father.,,Adam Bede,,,,,"Donnithorne, Miss Lydia",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22217,https://georgeeliotarchive.org/items/show/22217,"Donnithorne, Captain (Later Colonel) Arthur",Character Name,"The Old Squire's grandson, a handsome, warm-hearted, thoughtless and impressionable young man, just coming of age. ""But to the Hayslope tenants he was more intensely a captain than all the young gentlemen of the same rank in his Majesty's regulars. . . . If you want to know more particularly how he looked, call to your remembrance some tawny-whiskered, brownlocked, clear-complexioned young Englishman... well-washed, high-bred, white-handed, yet looking as if he could deliver well from the left shoulder, and floor his man: I will not be so much of a tailor as to trouble your imagination with the difference of costume, and insist on the striped waistooat, long-tailed coat, and low topboots."" ""His own approbation was necessary to him, and it was not an approbatfon to be enjoyed quite gratuitously; it must be won by a fair amount of merit. He had never yet forfeited that approbation, and he had considerable reliance on his own virtues. No young man could oonfees his faults more candidly; candour was one of his favourite virtues; and how can a man's candour be seen in all its lustre unless he has a few failings to talk of? But he had an agreeable confidence that his faults were all of a generous kind-impetuous, warm-blooded, leonine; never crawling, crafty, reptilian. It was not posaible for Arthur Donnithome to do anything mean, dastardly, or cruel."" He is much liked by his grandfather's tenantry, who look forward to the time when he will be the Squire. As a boy he was much attached to Adam Bede, and this friendship continues after Arthur is grown up, causing him to plan the many things which he will do for Adam when he inherits the estate. At the opening of the story he is invalided home from his regiment with a broken arm, and beguiles the tedium of his inaction by noticing pretty Hetty Sorrel, not knowing that Adam Bede is courting her. Finding that her attraction is becoming too strong, he resolves to break away, but cannot keep his good resolution and ends by really falling in love with her, without any idea on his part of marriage, although Hetty believes that he will marry her. When Adam finds Hetty and Arthur together, he and Arthur fight, and the latter, forced to it by Adam who does not know how far things have gone, writes a letter to Hetty breaking off their relationship, but telling her how to reach him if she needs him, and then joins his regiment. When he learns that Adam and Hetty are to be married he is relieved that the affair has ended so well, and salves his conscience with the thought of the kind things that he means to do for them. His remorse is great when, called home by his grandfather's death, he learns that Hetty is being tried on the charge of murdering his child and hers. At the very last minute he succeeds in having her sentence of death commuted to transportation, and then exiles himself from home, to the army on the Contment.",,Adam Bede,,,,,"Donnithorne, Captain (Later Colonel) Arthur",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22216,https://georgeeliotarchive.org/items/show/22216,"Donnithorne, Squire",Character Name,"The ""Old Squire""--Arthur Donnithorne's grandfather, ""the delicately clean, finely-scented, withered old man… with his air of punctilious, acid politeness,"" who is the penurious owner of Donnithorne Chase. He is disliked by his tenants as a stingy landlord who will not afford a proper steward, mismanages his woods and refuses to make repairs. He dislikes Adam Bede for his independence, but eventually puts him in charge of the woods. In order to strike a better bargain with a prospective tenant, he tries to deprive the Poysers of some needed land, but is fairly driven from the field by Mrs. Poyser, who ""has her say out"". The original of Squire Donnithorne is said to have been Mr. Francis Parker Newdigate, the patron of Robert Evans, George Eliot's father. In 1806 when Mr. Newdigate succeeded to the Arbury Hall estates in Warwickshire, Robert Evans went with him to Warwickshire. (See Olcott, George Eliot, p. 24.)",,Adam Bede,,,,,"Donnithorne, Squire",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22197,https://georgeeliotarchive.org/items/show/22197,"Dingall, Mr.",Character Name,The Treddleston grocer.,,Adam Bede,,,,,"Dingall, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22150,https://georgeeliotarchive.org/items/show/22150,"Dacey, Lord",Character Name,A neighbour of the Irwines.,,Adam Bede,,,,,"Dacey, Lord",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22149,https://georgeeliotarchive.org/items/show/22149,"Dacey, Lady",Character Name,Lord Dacey's wife.,,Adam Bede,,,,,"Dacey, Lady",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22110,https://georgeeliotarchive.org/items/show/22110,"Cranage, Chad",Character Name,"Blacksmith, a brawny fellow, fond of laughing at his own jokes.",,Adam Bede,,,,,"Cranage, Chad",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22109,https://georgeeliotarchive.org/items/show/22109,"Cranage, Bessy",Character Name,"The blacksmith's buxom daughter, called Chad's Bess, who is fond of finery. She is worked upon by Dinah Morris's preaching to give up some of her vanitites, but when she wins the sack race at the birthday celebration she is bitterly disappointed that the prize is not a piece of finery.",,Adam Bede,,,,,"Cranage, Bessy",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22108,https://georgeeliotarchive.org/items/show/22108,"Cranage, Ben, called Wiry Ben",Character Name,"Carpenter in Jonathan Burge's shop, who performs a rustic dance at the coming-of-age festival.",,Adam Bede,,,,,"Cranage, Ben, called Wiry Ben",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22105,https://georgeeliotarchive.org/items/show/22105,"Craig, Mr.",Character Name,"The gardener at Donnithorne Chase, a middle-aged Scotchman, who is one of Hetty Sorrel's suitors. ""Martin Poyser held Mr. Craig in honour, as a man who 'knew his business'… but he was less of a favourite with Mrs. Poyser, who had more than once said… 'for my part, I think he's welly like a cock as thinks the sun's rose o' purpose to hear him crow'... Mr. Craig had always been full of civilities to the family at the Hall Farm, and Mrs. Poyser was scrupulous in declaring that she had 'nothing to say again' him, on'y it was a pity he couldna be hatched o'er again, an' hatched different'.""",,Adam Bede,,,,,"Craig, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22037,https://georgeeliotarchive.org/items/show/22037,"Chowne, Mrs.",Character Name,"The farmer's wife, ""a poor soft thing, wi' no more head-piece nor a sparrow.""",,Adam Bede,,,,,"Chowne, Mrs.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
22000,https://georgeeliotarchive.org/items/show/22000,"Casson, Mr.",Character Name,"Landlord of the ""Donnithorne Arms"", an ex-butler, who has a scorn for those who speak the ""dileck"". ""Mr. Casson's person… appeared to consist principally of two spheres, bearing about the same relation to each other as the earth and the moon; that is to say, the lower sphere might be said, at the rough guess, to be thirteen times larger that the upper... no head and face could look more sleek and healthy, and its expression, which was chiefly confied to a pair of round and ruddy cheeks, the slight knot and interruptions forming the nose and eyes being scarecly worth mention, was one of jolly contentment.""",,Adam Bede,,,,,"Casson, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21957,https://georgeeliotarchive.org/items/show/21957,"Bygate, Mr.",Character Name,Squire Donnithorne's lawyer.,,Adam Bede,,,,,"Bygate, Mr.",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21947,https://georgeeliotarchive.org/items/show/21947,"Burge, Mary",Character Name,"Jonathan Burge's plain and gentle daughter, who is in love with Adam Bede.",,Adam Bede,,,,,"Burge, Mary",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
21946,https://georgeeliotarchive.org/items/show/21946,"Burge, Jonathan",Character Name,Carpenter and builder in the village of Hayslope. He is the employer of Adam and Seth Bede and later takes Adam into partnership.,,Adam Bede,,,,,"Burge, Jonathan",,,,,,,,,,,,,,,,,,,,,,,,,,Text,Encyclopedia of Places and Characters,0,0
