"Item Id","Item URI","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:Number of Attachments","Item Type Metadata:URL","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","Item Type Metadata:Journal Entry","Item Type Metadata:Footnotes","Item Type Metadata:Location","PDF Text:Text",tags,file,itemType,collection,public,featured
30976,https://georgeeliotarchive.org/items/show/30976,Idione,"Character Name","The hamadryad who was sad because she grew old.",,E.E.--L.F.,,,,,Idione,,,Text,https://georgeeliotarchive.org/items/show/22604,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30975,https://georgeeliotarchive.org/items/show/30975,Macarthy,"Character Name","A recluse who dies young leaving behind him many manuscripts.",,E.E.,,,,,Macarthy,,,Text,https://georgeeliotarchive.org/items/show/22873,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30974,https://georgeeliotarchive.org/items/show/30974,"Crowe^^ Widow","Character Name","Macarthy's land-lady.",,E.E.,,,,,"Crowe^^ Widow",,,Text,https://georgeeliotarchive.org/items/show/22135,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30973,https://georgeeliotarchive.org/items/show/30973,"Genoa (Real)","Real Place","Genoa (Real)^^City in Italy^^ where Daniel Deronda meets his mother^^ and where Mr. and Mrs. Grandcourt are staying when Grandcourt is drowned. In Romola^^ Baldassarre Calvo is taken to Genoa^^ when a Genoese merchant rescues him from slavery at Corinth^^ and in Genoa he sees the man who has bought Tito Melema's onyx ring.",,"Daniel Deronda^^ Romola",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22414,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30972,https://georgeeliotarchive.org/items/show/30972,"Character Name","Character Name","Character Name","Character Name","Character Name","Character Name","Character Name","Character Name","Character Name","Character Name","Character Name","Character Name","Character Name^^Character Name","Character Name^^Character Name","Character Name","Character Name",,,"Character Name",,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30971,https://georgeeliotarchive.org/items/show/30971,Brother,"Character Name","The elder of the two children in the poem Brother and Sister. He is the hero and leader in the childish adventures and explorations^^ and is followed with puppy-like affection by his little sister of four or five years of age. The poem Brother and Sister is autobiographic^^ and describes the relation between George Eliot and her brother Isaac Evans^^ the ""Brother"" of the poem.",,"Brother and Sister",,,,,Brother,,,Text,https://georgeeliotarchive.org/items/show/21920,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30970,https://georgeeliotarchive.org/items/show/30970,Sister,"Character Name","The younger of the two children in the poem Brother and Sister. The little sister adores her brother^^ who is the hero and leader in their childish rambles near their country home^^ and finds her greatest happiness in being with him and pleasing him. Grown up and separated from him in later life^^ she can still exclaim:—""But were another childhoodworld my share^^ / I would be born a little sister there."" The poem Brother and Sister is autobiographic and describes the relation between George Eliot^^ the ""Sister"" of the poem^^ and her brother^^ Isaac Evans.",,"Brother and Sister",,,,,Sister,,,Text,https://georgeeliotarchive.org/items/show/23475,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30969,https://georgeeliotarchive.org/items/show/30969,Gretchen,"Character Name","Armgart's maid.",,Armgart,,,,,Gretchen,,,Text,https://georgeeliotarchive.org/items/show/22480,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30968,https://georgeeliotarchive.org/items/show/30968,Leo,"Character Name","Armgart's devoted old music master^^ who^^ when his own music is forgotten^^ trains her voice to perfection. After she loses her voice^^ his story and example encourage her to ""bury her dead joy"" and live for others.",,Armgart,,,,,Leo,,,Text,https://georgeeliotarchive.org/items/show/22765,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30967,https://georgeeliotarchive.org/items/show/30967,"Grahn^^ Doctor","Character Name","Armgart's physician^^ who cures the singer of her sharp illness^^ but does not save her voice.",,Armgart,,,,,"Grahn^^ Doctor",,,Text,https://georgeeliotarchive.org/items/show/22458,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30966,https://georgeeliotarchive.org/items/show/30966,"Walpurga^^ Fraulein","Character Name","Armgart's humble and self-effacing cousin^^ who serves Armgart with uncomplaining affection in the days of her brilliant success^^ and after Armgart loses her voice rouses her from her despair by showing her the claims of others.",,Armgart,,,,,"Walpurga^^ Fraulein",,,Text,https://georgeeliotarchive.org/items/show/23740,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30965,https://georgeeliotarchive.org/items/show/30965,"Dornberg^^ Graf","Character Name","A noble in love with Armgart^^ who asks her to marry him and give up her career when she is at the height of her success^^ but does not renew his offer after her voice fails her.",,Armgart,,,,,"Dornberg^^ Graf",,,Text,https://georgeeliotarchive.org/items/show/22222,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30964,https://georgeeliotarchive.org/items/show/30964,Kate,"Character Name","One of Agatha's old cousins.",,Agatha,,,,,Kate,,,Text,https://georgeeliotarchive.org/items/show/22668,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30963,https://georgeeliotarchive.org/items/show/30963,Nell,"Character Name","One of Agatha's old cousins.",,Agatha,,,,,Nell,,,Text,https://georgeeliotarchive.org/items/show/23037,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30962,https://georgeeliotarchive.org/items/show/30962,"Limp^^ Mr.","Character Name","""A meditative shoe-maker^^ with weak eyes and a piping voice.""",,Agatha,,,,,"Limp^^ Mr.",,,Text,https://georgeeliotarchive.org/items/show/22780,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30961,https://georgeeliotarchive.org/items/show/30961,"Linda^^ Countess","Character Name","The fair^^ gentle young court lady to whome the saintly peasant Agatha talkes of her simple faith.",,Agatha,,,,,"Linda^^ Countess",,,Text,https://georgeeliotarchive.org/items/show/22781,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30960,https://georgeeliotarchive.org/items/show/30960,"Michael^^ Master","Character Name",Innkeeper.,,Agatha,,,,,"Michael^^ Master",,,Text,https://georgeeliotarchive.org/items/show/22965,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30959,https://georgeeliotarchive.org/items/show/30959,"Butterworth^^ Elias Baptist","Character Name","A vegetarian^^ who believes that a millenium will come when flesh-eating ceases. He and his beliefs furnish a text for the poem.",,"A Minor Prophet",,,,,"Butterworth^^ Elias Baptist",,,Text,https://georgeeliotarchive.org/items/show/21949,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30958,https://georgeeliotarchive.org/items/show/30958,Laertes,"Character Name","A guest at the college breakfast party.",,"A College Breakfast Party",,,,,Laertes,,,Text,https://georgeeliotarchive.org/items/show/22714,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30957,https://georgeeliotarchive.org/items/show/30957,Guildenstern,"Character Name",,,"A College Breakfast Party",,,,,Guildenstern,,,Text,https://georgeeliotarchive.org/items/show/22501,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30956,https://georgeeliotarchive.org/items/show/30956,Horatio,"Character Name",,,"A College Breakfast Party",,,,,Horatio,,,Text,https://georgeeliotarchive.org/items/show/22589,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30955,https://georgeeliotarchive.org/items/show/30955,Rosenkranz,"Character Name",,,"A College Breakfast Party",,,,,Rosenkranz,,,Text,https://georgeeliotarchive.org/items/show/23347,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30954,https://georgeeliotarchive.org/items/show/30954,Voltimand,"Character Name",,,"A College Breakfast Party",,,,,Voltimand,,,Text,https://georgeeliotarchive.org/items/show/23725,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30953,https://georgeeliotarchive.org/items/show/30953,Bavieca,"Pet Name","Duke Silva's black charger.",,"<em>The Spanish Gypsy</em>",,,,,Bavieca,,,Text,https://georgeeliotarchive.org/items/show/21787,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30952,https://georgeeliotarchive.org/items/show/30952,Blasco,"Character Name","A prosperous silversmith in Aragon.",,"<em>The Spanish Gypsy</em>",,,,,Blasco,,,Text,https://georgeeliotarchive.org/items/show/21847,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30951,https://georgeeliotarchive.org/items/show/30951,Enriquez,"Character Name","A member of Duke Silva's retinue.",,"<em>The Spanish Gypsy</em>",,,,,Enriquez,,,Text,https://georgeeliotarchive.org/items/show/22262,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30950,https://georgeeliotarchive.org/items/show/30950,Fabian,"Character Name","A member of Duke Silva's retinue.",,"<em>The Spanish Gypsy</em>",,,,,Fabian,,,Text,https://georgeeliotarchive.org/items/show/22269,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30949,https://georgeeliotarchive.org/items/show/30949,Hassan,"Character Name","A Gypsy^^ Zarca's lieutenant.",,"<em>The Spanish Gypsy</em>",,,,,Hassan,,,Text,https://georgeeliotarchive.org/items/show/22528,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30948,https://georgeeliotarchive.org/items/show/30948,Hinda,"Character Name","Prettiest and boldest of the three Gypsy girls that tease Juan^^ the minstrel.",,"<em>The Spanish Gypsy</em>",,,,,Hinda,,,Text,https://georgeeliotarchive.org/items/show/22566,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30947,https://georgeeliotarchive.org/items/show/30947,Hita,"Character Name","A Gypsy girl^^ one of the three that tease Juan the minstrel.",,"<em>The Spanish Gypsy</em>",,,,,Hita,,,Text,https://georgeeliotarchive.org/items/show/22568,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30946,https://georgeeliotarchive.org/items/show/30946,Bedmar,"Fictional Place","Bedmar^^Town in Spain^^ the principal scene of the Spanish Gypsy. There is a small town of Bedmar in the province of Jaen^^ in Andalusia^^ Spain^^ which has a ruined fortress^^ dating from Moorish times^^ with the remains of a secret passage somewhat like the one described in the poem.",,"<em>The Spanish Gypsy</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21802,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30945,https://georgeeliotarchive.org/items/show/30945,Lambra,"Character Name","Fedalma's dead mother.",,"<em>The Spanish Gypsy</em>",,,,,Lambra,,,Text,https://georgeeliotarchive.org/items/show/22720,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30944,https://georgeeliotarchive.org/items/show/30944,Lola,"Character Name","A heavy Spanish girl at the Inn.",,"<em>The Spanish Gypsy</em>",,,,,Lola,,,Text,https://georgeeliotarchive.org/items/show/22802,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30943,https://georgeeliotarchive.org/items/show/30943,Nadar,"Character Name","A Gypsy captain.",,"<em>The Spanish Gypsy</em>",,,,,Nadar,,,Text,https://georgeeliotarchive.org/items/show/23021,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30942,https://georgeeliotarchive.org/items/show/30942,Nouna,"Character Name","A Gypsy.",,"<em>The Spanish Gypsy</em>",,,,,Nouna,,,Text,https://georgeeliotarchive.org/items/show/23061,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30941,https://georgeeliotarchive.org/items/show/30941,Pepe,"Character Name","The small son of Lorenzo^^ the innkeeper.",,"<em>The Spanish Gypsy</em>",,,,,Pepe,,,Text,https://georgeeliotarchive.org/items/show/23161,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30940,https://georgeeliotarchive.org/items/show/30940,Pepita,"Character Name","A Spanish girl who watches the juggling in the Placa Santiago; she is in love with Juan the Minstrel.",,"<em>The Spanish Gypsy</em>",,,,,Pepita,,,Text,https://georgeeliotarchive.org/items/show/23163,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30939,https://georgeeliotarchive.org/items/show/30939,Ramon,"Character Name","An old trumpeter in Duke Silva's train^^ who ""takes his trumpeting as solemnly as angel charged to wake the dead"".",,"<em>The Spanish Gypsy</em>",,,,,Ramon,,,Text,https://georgeeliotarchive.org/items/show/23299,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30938,https://georgeeliotarchive.org/items/show/30938,Saad,"Pet Name","Hita's dog.",,"<em>The Spanish Gypsy</em>",,,,,Saad,,,Text,https://georgeeliotarchive.org/items/show/23367,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30937,https://georgeeliotarchive.org/items/show/30937,Seneca,"Pet Name","The Host's dog^^ a solemn mastiff.",,"<em>The Spanish Gypsy</em>",,,,,Seneca,,,Text,https://georgeeliotarchive.org/items/show/23444,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30936,https://georgeeliotarchive.org/items/show/30936,Tralla,"Character Name","A gypsy girl.",,"<em>The Spanish Gypsy</em>",,,,,Tralla,,,Text,https://georgeeliotarchive.org/items/show/23644,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30935,https://georgeeliotarchive.org/items/show/30935,Zarca,"Character Name","A Gypsy chief^^ Fedalma's father. A man of lofty and resolute purpose^^ capable of putting the claims of his people ahead of all personal considerations^^ he aspires to fuse together the scattered bands of Gypsies in Spain and lead them to found a Gypsy nation in Africa. At the opening of the poem he is held prisoner by the Spaniards in Bedmar^^ where he sees the beautiful Fedalm.a^^ the Duke's betrothed^^ and recognizes her as his long lost daughter^^ who had been stolen in childhood by marauding Spaniards. Revealing himself to her^^ he sets before her the claims of her race and so works upon her with his force and eloquence that she agrees to leave Duke Silva^^ whom she loves devotedly^^ and to escape with her father and devote herself to the welfare of her race. After Duke Silva^^ unable to bear the loss of Fedalma^^ follows her to the Gypsy camp and for her sake joins the Gypsy band^^ deserting his post at Bedmar^^ Zarca^^ and his Moorish ally^^ El Zagal^^ attack and capture Bedmar. Zarca shows some moderation in his victory^^ although he condemns the inquisitor^^ Father Isidor^^ to death^^ and when Silva^^ frantic at Father Isidor's death and the thought that the loss of the town is due to his desertion of his post^^ stabs Zarca^^ the Gypsy protects him and will not allow his people to harm Silva. Dying^^ Zarca lays upon Fedalma the solemn duty of taking his place in the leadership of his people. Frederic Harrison has suggested that some traits in the character of Zarca were drawn from Dr. Richard Congreve^^ the Positivist leader. (See article in the Positivist Review^^ vol. 10^^ p. 160.) Congreve himself once declared that the Spanish Gypsy was a ""mass of Positivism"".",,"<em>The Spanish Gypsy</em>",,,,,Zarca,,,Text,https://georgeeliotarchive.org/items/show/23815,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30934,https://georgeeliotarchive.org/items/show/30934,Zincali,"Character Name","The Spanish Gypsies^^ Zarca's men.",,"<em>The Spanish Gypsy</em>",,,,,Zincali,,,Text,https://georgeeliotarchive.org/items/show/23817,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30933,https://georgeeliotarchive.org/items/show/30933,Zind,"Character Name","Fedalma's Gypsy nurse^^ who lost her when she was a baby.",,"<em>The Spanish Gypsy</em>",,,,,Zind,,,Text,https://georgeeliotarchive.org/items/show/23818,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30932,https://georgeeliotarchive.org/items/show/30932,"""Brother^^ Hear^^ and Take the Curse""",Item,"The Zincali's song in the Spanish Gypsy.",,"<em>The Spanish Gypsy</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21921,,"""Brother^^ Hear^^ and Take the Curse""",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
